Customer_ID,Customer_Status,Age,Gender,Marital_Status,Province,Income_Category,Card_Category,Months_on_Book,Contacts_Count_12m,Credit_Limit,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio
1004408,Churned Customer,43,M,Unknown,Duhok,Unknown,Platinum,57,5,5759572,1602557,38,0.135
1004409,Existing Customer,50,F,Single,Duhok,60M+,Blue,41,2,2778420,7951438,58,0.712
1004410,Existing Customer,46,M,Unknown,Najaf,60M+,Blue,44,2,19624924,7933585,61,0.243
1004411,Churned Customer,47,F,Single,Erbil,Less than 10M,Blue,51,6,4207645,10007202,26,0.157
1004412,Existing Customer,64,M,Divorced,Baghdad,20M - 40M,Blue,14,0,18985546,8354902,92,0.568
1004413,Churned Customer,62,M,Unknown,Babil,Less than 10M,Blue,49,6,15524457,5598176,9,0.063
1004414,Existing Customer,46,M,Unknown,Anbar,10M - 20M,Blue,29,5,16494412,10078006,22,0.302
1004415,Existing Customer,26,M,Single,Basra,10M - 20M,Blue,27,1,20542851,5952316,38,0.538
1004416,Existing Customer,64,F,Unknown,Karbala,Unknown,Blue,60,1,18324386,12770096,62,0.225
1004417,Existing Customer,45,F,Unknown,Basra,Unknown,Blue,56,0,7081274,1594017,113,0.464
1004418,Churned Customer,45,F,Single,Baghdad,Less than 10M,Blue,50,6,4135804,956054,29,0.183
1004419,Churned Customer,52,M,Divorced,Wasit,Unknown,Blue,13,1,24108677,645443,31,0.147
1004420,Churned Customer,23,M,Divorced,Kirkuk,10M - 20M,Blue,51,5,3286232,11898303,32,0.097
1004421,Existing Customer,21,M,Unknown,Salah Al-Din,20M - 40M,Blue,44,2,2766067,5586112,28,0.161
1004422,Churned Customer,64,F,Married,Karbala,Less than 10M,Blue,47,6,17846387,4706504,30,0.114
1004423,Churned Customer,62,M,Single,Sulaymaniyah,60M+,Blue,22,6,2063336,6004230,10,0.125
1004424,Churned Customer,62,F,Divorced,Qadisiyah,Unknown,Gold,40,0,6543337,783289,35,0.091
1004425,Existing Customer,55,M,Unknown,Kirkuk,Less than 10M,Blue,56,4,18039257,6170491,68,0.457
1004426,Existing Customer,43,M,Married,Wasit,Less than 10M,Blue,19,4,21508977,10696900,71,0.041
1004427,Existing Customer,35,M,Divorced,Diyala,Less than 10M,Blue,36,3,22850167,6950888,24,0.643
1004428,Existing Customer,55,F,Single,Basra,Less than 10M,Blue,19,3,24544213,3652958,116,0.537
1004429,Churned Customer,32,M,Married,Nineveh,20M - 40M,Blue,53,6,13728253,8480972,34,0.021
1004430,Existing Customer,37,M,Divorced,Najaf,10M - 20M,Blue,46,3,20609867,5104152,14,0.522
1004431,Churned Customer,69,F,Divorced,Anbar,40M - 60M,Blue,56,2,19210782,1438512,12,0.124
1004432,Existing Customer,54,F,Single,Qadisiyah,Less than 10M,Silver,53,1,6400909,8755558,99,0.772
1004433,Existing Customer,26,F,Unknown,Nineveh,60M+,Blue,45,0,15914109,7859175,31,0.203
1004434,Existing Customer,39,F,Unknown,Sulaymaniyah,10M - 20M,Silver,47,3,2165891,7796340,50,0.155
1004435,Existing Customer,24,M,Divorced,Qadisiyah,60M+,Blue,26,1,19103565,13978937,52,0.477
1004436,Existing Customer,45,F,Married,Wasit,40M - 60M,Blue,16,3,11162176,12457801,104,0.245
1004437,Existing Customer,52,M,Married,Erbil,Unknown,Blue,55,0,10387864,8902270,91,0.614
1004438,Existing Customer,66,M,Unknown,Nineveh,Less than 10M,Blue,12,3,23348236,13219481,32,0.135
1004439,Existing Customer,24,M,Unknown,Sulaymaniyah,Less than 10M,Gold,48,1,3247158,9632449,58,0.681
1004440,Churned Customer,57,F,Divorced,Salah Al-Din,Unknown,Blue,52,5,13769798,4155558,8,0.136
1004441,Existing Customer,42,F,Married,Kirkuk,60M+,Blue,55,2,19670736,7438592,101,0.721
1004442,Existing Customer,66,M,Unknown,Baghdad,20M - 40M,Blue,34,0,24382877,5557113,77,0.057
1004443,Existing Customer,34,F,Unknown,Duhok,60M+,Blue,38,1,17396120,8817884,53,0.684
1004444,Existing Customer,47,M,Married,Wasit,Unknown,Blue,22,2,12920942,12138991,76,0.07
1004445,Existing Customer,25,M,Single,Nineveh,20M - 40M,Blue,16,3,7546894,12490261,37,0.778
1004446,Existing Customer,56,F,Married,Baghdad,40M - 60M,Blue,28,0,7201394,13187969,77,0.519
1004447,Existing Customer,52,F,Single,Duhok,Unknown,Blue,59,3,20358186,3892119,17,0.06
1004448,Churned Customer,54,M,Married,Salah Al-Din,Less than 10M,Blue,34,6,5193247,1034385,18,0.031
1004449,Existing Customer,64,M,Divorced,Karbala,40M - 60M,Blue,31,3,20432697,8367780,25,0.589
1004450,Existing Customer,27,F,Single,Najaf,Less than 10M,Blue,44,0,22475587,4806206,65,0.754
1004451,Churned Customer,39,M,Unknown,Dhi Qar,Unknown,Blue,26,5,20432043,7129858,7,0.147
1004452,Existing Customer,35,F,Divorced,Kirkuk,20M - 40M,Blue,50,1,10811174,847547,94,0.579
1004453,Churned Customer,66,M,Single,Duhok,Unknown,Blue,19,5,14046090,753357,27,0.056
1004454,Churned Customer,32,M,Single,Sulaymaniyah,20M - 40M,Blue,41,6,5551602,2496869,40,0.152
1004455,Churned Customer,31,M,Single,Wasit,20M - 40M,Blue,23,4,13935636,7708124,25,0.165
1004456,Churned Customer,40,F,Single,Maysan,20M - 40M,Blue,48,4,18429685,4916256,27,0.169
1004457,Existing Customer,60,F,Unknown,Najaf,Unknown,Platinum,56,0,18971726,7220234,85,0.388
1004458,Existing Customer,51,M,Divorced,Sulaymaniyah,Less than 10M,Gold,39,4,13011663,11774868,42,0.681
1004459,Existing Customer,59,M,Divorced,Duhok,20M - 40M,Silver,59,0,22277656,4502235,108,0.457
1004460,Existing Customer,30,M,Married,Duhok,10M - 20M,Blue,35,2,9858082,2299877,56,0.117
1004461,Churned Customer,46,F,Divorced,Dhi Qar,10M - 20M,Blue,47,5,17408153,6191095,18,0.116
1004462,Existing Customer,34,M,Single,Salah Al-Din,20M - 40M,Gold,16,1,17758338,4283608,63,0.746
1004463,Churned Customer,64,F,Divorced,Baghdad,60M+,Blue,22,5,8892121,8874918,12,0.096
1004464,Churned Customer,37,M,Married,Sulaymaniyah,Unknown,Silver,26,4,4746570,14456785,38,0.121
1004465,Existing Customer,65,M,Divorced,Najaf,20M - 40M,Blue,59,1,23091417,8009758,86,0.591
1004466,Existing Customer,37,M,Unknown,Sulaymaniyah,60M+,Blue,39,1,15594830,11620612,55,0.161
1004467,Churned Customer,39,F,Unknown,Basra,Unknown,Silver,53,4,21096462,6603218,9,0.101
1004468,Existing Customer,65,M,Unknown,Qadisiyah,Less than 10M,Blue,29,0,20269506,11062285,99,0.237
1004469,Existing Customer,50,F,Single,Najaf,Less than 10M,Blue,23,2,4197736,10422314,100,0.053
1004470,Existing Customer,66,M,Unknown,Maysan,Unknown,Blue,60,5,18680852,11853580,95,0.225
1004471,Existing Customer,36,M,Unknown,Salah Al-Din,60M+,Blue,35,5,9726361,1825701,86,0.719
1004472,Churned Customer,40,F,Married,Muthanna,40M - 60M,Blue,44,5,8043270,6863214,14,0.16
1004473,Churned Customer,59,F,Married,Erbil,20M - 40M,Blue,44,6,4665460,6186163,28,0.086
1004474,Existing Customer,46,F,Married,Dhi Qar,20M - 40M,Blue,55,3,14621538,3575800,98,0.173
1004475,Existing Customer,40,M,Unknown,Baghdad,40M - 60M,Blue,25,2,2038538,12499981,56,0.131
1004476,Existing Customer,67,M,Divorced,Erbil,10M - 20M,Blue,43,0,22063922,10848962,18,0.209
1004477,Existing Customer,60,M,Unknown,Babil,20M - 40M,Blue,15,0,10237293,4958953,28,0.236
1004478,Existing Customer,21,F,Single,Erbil,Unknown,Gold,33,0,10535048,1120357,64,0.651
1004479,Existing Customer,36,F,Married,Salah Al-Din,40M - 60M,Blue,28,5,16504118,690939,21,0.286
1004480,Existing Customer,64,F,Single,Karbala,60M+,Blue,55,2,12024012,7685068,48,0.663
1004481,Churned Customer,25,M,Unknown,Sulaymaniyah,Less than 10M,Silver,15,6,6216447,731050,15,0.047
1004482,Existing Customer,63,M,Single,Babil,60M+,Silver,45,2,9387744,4165460,48,0.145
1004483,Existing Customer,41,M,Divorced,Baghdad,60M+,Blue,39,1,21411930,10776359,111,0.452
1004484,Existing Customer,34,F,Married,Nineveh,40M - 60M,Blue,34,2,22620695,13953666,100,0.47
1004485,Churned Customer,30,F,Divorced,Baghdad,40M - 60M,Blue,43,5,24482647,12849839,29,0.034
1004486,Existing Customer,37,M,Married,Kirkuk,40M - 60M,Blue,45,0,21969285,11368747,90,0.674
1004487,Existing Customer,56,M,Married,Salah Al-Din,40M - 60M,Blue,43,0,2857436,8858872,109,0.336
1004488,Churned Customer,37,F,Married,Salah Al-Din,20M - 40M,Silver,32,5,20930947,4061064,23,0.105
1004489,Existing Customer,44,F,Single,Baghdad,20M - 40M,Blue,52,3,13088157,8679721,90,0.475
1004490,Existing Customer,65,F,Married,Erbil,Less than 10M,Blue,43,1,7218838,9663217,120,0.583
1004491,Existing Customer,32,M,Married,Sulaymaniyah,20M - 40M,Blue,22,2,17622224,7921785,25,0.712
1004492,Existing Customer,45,F,Divorced,Basra,Unknown,Blue,12,3,23484718,10657561,22,0.509
1004493,Existing Customer,31,F,Single,Erbil,10M - 20M,Silver,18,3,3442762,13847374,19,0.044
1004494,Existing Customer,32,F,Single,Nineveh,Unknown,Blue,42,3,8632095,14265054,30,0.514
1004495,Existing Customer,29,M,Married,Baghdad,Unknown,Silver,21,4,7827235,2619051,89,0.628
1004496,Churned Customer,62,M,Single,Dhi Qar,Unknown,Silver,44,6,9625480,11126652,6,0.17
1004497,Churned Customer,25,M,Single,Kirkuk,60M+,Blue,52,5,2562225,10761837,19,0.187
1004498,Existing Customer,66,F,Single,Muthanna,Less than 10M,Blue,27,4,17022674,13821925,104,0.169
1004499,Existing Customer,48,F,Married,Karbala,60M+,Blue,50,2,8213869,9150161,75,0.718
1004500,Existing Customer,51,F,Married,Kirkuk,20M - 40M,Blue,55,1,12124940,13126271,67,0.303
1004501,Churned Customer,24,F,Single,Anbar,Unknown,Gold,47,5,19320722,4304115,23,0.049
1004502,Existing Customer,31,F,Single,Dhi Qar,40M - 60M,Blue,49,0,4096345,14429186,33,0.597
1004503,Churned Customer,59,M,Single,Erbil,40M - 60M,Silver,17,6,11134472,10685179,18,0.178
1004504,Existing Customer,45,M,Single,Diyala,60M+,Blue,27,0,22929522,10517285,20,0.283
1004505,Churned Customer,43,M,Married,Sulaymaniyah,40M - 60M,Blue,56,4,17477615,5782657,19,0.15
1004506,Existing Customer,65,F,Single,Basra,60M+,Blue,46,3,7696443,4890210,64,0.416
1004507,Churned Customer,69,F,Married,Anbar,10M - 20M,Blue,46,5,2074601,2603151,39,0.013
1004508,Existing Customer,70,M,Divorced,Duhok,40M - 60M,Blue,15,3,19491093,10767495,53,0.103
1004509,Existing Customer,45,M,Married,Dhi Qar,Unknown,Blue,50,0,13531606,8676194,77,0.535
1004510,Existing Customer,52,M,Single,Diyala,20M - 40M,Blue,48,4,2971523,12011285,119,0.742
1004511,Existing Customer,36,M,Single,Dhi Qar,Less than 10M,Blue,58,0,2241418,6973126,32,0.782
1004512,Existing Customer,60,F,Married,Muthanna,60M+,Blue,56,1,18660660,12543810,44,0.131
1004513,Existing Customer,41,F,Single,Duhok,40M - 60M,Blue,15,1,20924520,10341327,15,0.541
1004514,Existing Customer,44,M,Single,Babil,Less than 10M,Blue,49,2,19195552,2145853,67,0.184
1004515,Existing Customer,45,F,Married,Muthanna,60M+,Blue,57,4,16339091,13602954,93,0.638
1004516,Existing Customer,65,M,Unknown,Diyala,40M - 60M,Blue,29,1,16075355,12977375,59,0.717
1004517,Churned Customer,67,M,Single,Babil,Less than 10M,Blue,45,6,1554658,3401749,35,0.016
1004518,Existing Customer,31,F,Divorced,Qadisiyah,60M+,Gold,60,4,7209406,1113442,39,0.415
1004519,Churned Customer,40,F,Married,Erbil,60M+,Blue,58,6,19491337,6214873,22,0.029
1004520,Churned Customer,60,F,Divorced,Duhok,Unknown,Gold,31,4,16407829,1338203,37,0.13
1004521,Churned Customer,22,M,Married,Baghdad,20M - 40M,Blue,36,6,13684347,7706908,21,0.175
1004522,Existing Customer,63,F,Divorced,Maysan,60M+,Silver,36,3,1994630,6272325,47,0.195
1004523,Existing Customer,69,M,Single,Nineveh,Unknown,Blue,44,1,16557826,8274985,98,0.158
1004524,Existing Customer,61,F,Married,Erbil,40M - 60M,Silver,25,5,12696839,4471442,104,0.025
1004525,Existing Customer,24,M,Single,Qadisiyah,Less than 10M,Silver,42,0,19370160,6297642,69,0.629
1004526,Churned Customer,40,F,Married,Muthanna,40M - 60M,Blue,14,5,16144016,11914094,17,0
1004527,Existing Customer,65,F,Unknown,Babil,40M - 60M,Silver,15,1,14688235,12360104,80,0.205
1004528,Churned Customer,55,F,Single,Wasit,Unknown,Silver,56,4,6435300,12493549,32,0.063
1004529,Churned Customer,21,M,Divorced,Qadisiyah,20M - 40M,Blue,34,4,6388721,14760754,17,0.071
1004530,Churned Customer,52,F,Unknown,Basra,60M+,Blue,27,4,4697214,9062020,13,0.165
1004531,Existing Customer,64,M,Divorced,Qadisiyah,Unknown,Blue,53,6,15871941,10499372,59,0.06
1004532,Churned Customer,26,F,Single,Diyala,Unknown,Blue,21,6,22204882,12704602,13,0.163
1004533,Churned Customer,61,M,Unknown,Wasit,20M - 40M,Silver,51,6,17594567,6498580,30,0.075
1004534,Existing Customer,49,M,Divorced,Babil,40M - 60M,Blue,47,1,1605212,5930522,75,0.736
1004535,Churned Customer,63,M,Married,Babil,40M - 60M,Blue,12,5,5256443,13105063,24,0.134
1004536,Existing Customer,21,M,Unknown,Maysan,60M+,Silver,33,1,3988103,6917227,86,0.498
1004537,Churned Customer,54,F,Divorced,Basra,10M - 20M,Silver,19,2,2405277,10710764,24,0.056
1004538,Churned Customer,65,M,Divorced,Wasit,20M - 40M,Platinum,55,1,11066860,4430653,13,0.122
1004539,Churned Customer,58,M,Divorced,Diyala,Less than 10M,Silver,16,0,8962073,1377831,17,0.009
1004540,Existing Customer,22,M,Single,Karbala,20M - 40M,Blue,54,5,10134307,1855526,37,0.32
1004541,Existing Customer,40,F,Married,Basra,60M+,Silver,42,1,22519163,11439202,53,0.638
1004542,Existing Customer,38,F,Unknown,Muthanna,10M - 20M,Blue,48,0,3353485,3469075,50,0.155
1004543,Existing Customer,30,F,Single,Anbar,60M+,Blue,42,1,21862570,5094203,71,0.604
1004544,Existing Customer,60,F,Single,Dhi Qar,40M - 60M,Blue,52,2,2760104,9059244,78,0.26
1004545,Existing Customer,31,F,Single,Karbala,60M+,Blue,24,4,23535170,13947502,36,0.243
1004546,Churned Customer,47,M,Divorced,Wasit,Unknown,Silver,37,4,20645029,10000205,40,0.195
1004547,Churned Customer,61,F,Single,Wasit,60M+,Blue,16,4,4373891,14088107,11,0.155
1004548,Churned Customer,70,M,Single,Baghdad,40M - 60M,Blue,47,3,24270552,810471,40,0.146
1004549,Existing Customer,69,F,Married,Baghdad,20M - 40M,Silver,30,1,5666244,4128607,29,0.351
1004550,Existing Customer,23,M,Single,Qadisiyah,Less than 10M,Blue,25,6,2822107,11883422,72,0.011
1004551,Existing Customer,38,F,Single,Baghdad,Less than 10M,Blue,43,5,3877015,3232290,37,0.443
1004552,Churned Customer,56,M,Divorced,Kirkuk,60M+,Blue,47,5,9938466,10699544,6,0.075
1004553,Churned Customer,69,F,Divorced,Babil,40M - 60M,Blue,37,5,13475058,5860216,34,0.167
1004554,Existing Customer,66,M,Married,Maysan,40M - 60M,Blue,34,1,19132785,6902113,39,0.117
1004555,Existing Customer,37,F,Single,Erbil,20M - 40M,Blue,60,0,14134342,3244942,19,0.496
1004556,Existing Customer,43,F,Single,Babil,10M - 20M,Blue,59,1,18906854,5909320,117,0.675
1004557,Existing Customer,61,M,Married,Maysan,40M - 60M,Blue,20,1,5239010,8375957,75,0.695
1004558,Churned Customer,23,M,Single,Basra,40M - 60M,Blue,39,6,13414380,10967197,20,0.068
1004559,Existing Customer,35,M,Divorced,Karbala,Unknown,Blue,53,2,14206806,13120607,77,0.47
1004560,Churned Customer,69,F,Married,Dhi Qar,20M - 40M,Blue,51,6,17809944,12268323,9,0.011
1004561,Churned Customer,26,M,Married,Najaf,60M+,Blue,44,6,20846589,3136749,12,0.143
1004562,Churned Customer,23,F,Divorced,Qadisiyah,Less than 10M,Blue,12,6,20272067,747710,30,0.181
1004563,Existing Customer,59,M,Unknown,Basra,Unknown,Blue,34,1,10544615,5306200,94,0.048
1004564,Existing Customer,40,F,Married,Kirkuk,Unknown,Silver,20,3,18475314,14011480,104,0.519
1004565,Churned Customer,55,F,Single,Dhi Qar,20M - 40M,Silver,57,4,22519083,14464343,19,0.014
1004566,Existing Customer,65,F,Divorced,Wasit,20M - 40M,Silver,20,3,23335476,5884396,61,0.681
1004567,Churned Customer,64,F,Single,Wasit,60M+,Blue,50,5,22064955,5085289,30,0.153
1004568,Existing Customer,58,M,Unknown,Najaf,10M - 20M,Blue,14,2,14774949,13767153,118,0.428
1004569,Existing Customer,40,F,Married,Babil,60M+,Blue,18,1,5653478,13210103,28,0.646
1004570,Churned Customer,35,F,Divorced,Babil,Unknown,Blue,16,6,18483968,1715489,21,0.097
1004571,Existing Customer,50,M,Married,Salah Al-Din,Unknown,Blue,25,1,4347499,6323122,72,0.062
1004572,Churned Customer,70,F,Divorced,Anbar,60M+,Blue,22,6,21805483,8690700,35,0.102
1004573,Churned Customer,45,M,Divorced,Najaf,40M - 60M,Blue,28,6,6282672,3985471,30,0.147
1004574,Churned Customer,24,M,Single,Babil,10M - 20M,Blue,52,5,21180711,5018305,6,0.017
1004575,Churned Customer,37,M,Single,Qadisiyah,Less than 10M,Blue,54,4,9496955,12626121,13,0.194
1004576,Existing Customer,27,M,Divorced,Najaf,Less than 10M,Blue,29,3,17200639,3849853,44,0.602
1004577,Churned Customer,31,F,Married,Dhi Qar,20M - 40M,Blue,56,5,2855511,14089768,20,0.144
1004578,Existing Customer,34,M,Divorced,Najaf,Unknown,Blue,26,0,18666887,12228431,33,0.472
1004579,Churned Customer,69,F,Single,Maysan,Unknown,Blue,29,5,9340335,9811229,36,0.192
1004580,Existing Customer,25,M,Married,Qadisiyah,20M - 40M,Blue,47,1,11756501,7353903,26,0.242
1004581,Existing Customer,53,M,Divorced,Nineveh,Less than 10M,Blue,22,6,11368252,13582870,56,0.417
1004582,Existing Customer,63,M,Divorced,Sulaymaniyah,20M - 40M,Blue,40,0,13274936,8089746,92,0.025
1004583,Existing Customer,25,M,Unknown,Najaf,40M - 60M,Blue,55,0,12403002,14383425,93,0.556
1004584,Existing Customer,53,M,Single,Muthanna,Unknown,Blue,35,1,12730694,10237072,37,0.205
1004585,Existing Customer,64,M,Married,Qadisiyah,Less than 10M,Blue,30,0,9027606,13045978,114,0.762
1004586,Existing Customer,52,M,Single,Duhok,Unknown,Blue,50,5,6773114,4476791,29,0.527
1004587,Churned Customer,50,M,Unknown,Salah Al-Din,60M+,Silver,56,5,3236372,12348329,34,0.094
1004588,Existing Customer,36,F,Married,Baghdad,60M+,Gold,46,1,13495849,1770053,117,0.193
1004589,Existing Customer,57,M,Married,Wasit,60M+,Silver,31,3,20263777,5352986,67,0.118
1004590,Churned Customer,23,F,Married,Kirkuk,Unknown,Blue,20,6,5705841,770663,30,0.098
1004591,Existing Customer,21,M,Unknown,Erbil,40M - 60M,Blue,29,6,1942976,13491065,15,0.057
1004592,Existing Customer,30,M,Single,Kirkuk,20M - 40M,Blue,23,0,8074450,2095452,80,0.597
1004593,Existing Customer,53,M,Married,Qadisiyah,Less than 10M,Blue,40,3,22228599,6395357,116,0.289
1004594,Existing Customer,21,F,Married,Maysan,10M - 20M,Blue,12,3,3114040,5424235,117,0.015
1004595,Existing Customer,42,F,Single,Dhi Qar,Unknown,Blue,40,1,24974223,8297253,17,0.415
1004596,Churned Customer,60,F,Married,Basra,10M - 20M,Gold,48,4,6602187,2717229,36,0.14
1004597,Existing Customer,50,M,Married,Erbil,Unknown,Blue,47,6,5310147,7963684,84,0.626
1004598,Churned Customer,43,M,Single,Babil,60M+,Gold,43,4,2409626,2431471,12,0.081
1004599,Churned Customer,32,M,Unknown,Maysan,60M+,Silver,24,5,18464267,12646900,16,0.168
1004600,Churned Customer,63,M,Single,Najaf,60M+,Blue,45,5,7614319,4413814,22,0.067
1004601,Churned Customer,61,F,Unknown,Kirkuk,10M - 20M,Blue,54,6,4465594,12323110,6,0.048
1004602,Existing Customer,51,F,Single,Nineveh,Unknown,Blue,59,3,1637107,6229193,106,0.585
1004603,Existing Customer,23,M,Single,Salah Al-Din,Less than 10M,Silver,12,3,24421928,5325352,61,0.289
1004604,Existing Customer,62,M,Unknown,Diyala,20M - 40M,Blue,39,4,10320292,8902849,31,0.018
1004605,Existing Customer,32,F,Unknown,Najaf,Unknown,Blue,25,0,21171569,1704748,40,0.022
1004606,Churned Customer,58,M,Single,Basra,10M - 20M,Blue,28,4,20537564,9283041,20,0.014
1004607,Churned Customer,62,F,Divorced,Duhok,60M+,Blue,18,6,21635152,12707878,8,0.123
1004608,Churned Customer,34,M,Divorced,Nineveh,40M - 60M,Blue,13,6,3234615,13196346,9,0.158
1004609,Existing Customer,39,F,Unknown,Diyala,60M+,Blue,49,4,18253062,3975290,111,0.127
1004610,Churned Customer,34,F,Single,Najaf,20M - 40M,Blue,55,4,6884370,11006765,18,0.143
1004611,Churned Customer,45,M,Divorced,Sulaymaniyah,10M - 20M,Silver,35,4,16000121,9296520,11,0.018
1004612,Churned Customer,49,F,Divorced,Kirkuk,60M+,Blue,45,5,2347628,10244182,18,0.022
1004613,Churned Customer,57,M,Married,Babil,10M - 20M,Silver,58,5,12332293,7010287,39,0.179
1004614,Existing Customer,46,F,Unknown,Diyala,40M - 60M,Blue,44,1,14825782,10582010,66,0.734
1004615,Existing Customer,57,F,Married,Nineveh,10M - 20M,Blue,54,2,20549015,2047359,111,0.19
1004616,Churned Customer,56,M,Divorced,Salah Al-Din,40M - 60M,Gold,32,4,13274053,12911146,36,0.102
1004617,Existing Customer,31,M,Married,Muthanna,40M - 60M,Silver,20,2,12915742,6159774,52,0.284
1004618,Existing Customer,38,F,Married,Karbala,Unknown,Blue,60,0,22747873,13879119,73,0.777
1004619,Existing Customer,42,F,Unknown,Dhi Qar,20M - 40M,Blue,27,2,13308700,5880391,48,0.581
1004620,Existing Customer,57,M,Unknown,Dhi Qar,20M - 40M,Blue,47,1,19877227,4533891,86,0.532
1004621,Churned Customer,33,M,Married,Najaf,Unknown,Blue,33,5,22434239,6027182,40,0.178
1004622,Existing Customer,36,M,Married,Babil,Less than 10M,Silver,32,1,18637640,3774606,77,0.535
1004623,Existing Customer,41,M,Divorced,Basra,40M - 60M,Blue,56,2,4318409,6115414,44,0.781
1004624,Existing Customer,42,F,Married,Karbala,10M - 20M,Blue,33,4,22316050,1159274,67,0.506
1004625,Existing Customer,54,M,Divorced,Muthanna,40M - 60M,Blue,30,2,7866902,8333095,38,0.537
1004626,Existing Customer,35,F,Divorced,Nineveh,10M - 20M,Blue,16,5,18190797,7545046,69,0.045
1004627,Existing Customer,63,M,Unknown,Baghdad,Unknown,Silver,26,2,22140294,1705548,45,0.052
1004628,Existing Customer,36,F,Divorced,Basra,Less than 10M,Gold,47,3,8004499,7640219,84,0.147
1004629,Existing Customer,28,M,Single,Basra,Unknown,Blue,55,1,23246213,6521652,62,0.559
1004630,Existing Customer,32,M,Divorced,Diyala,20M - 40M,Blue,18,6,6075182,8198828,18,0.29
1004631,Existing Customer,50,F,Single,Nineveh,20M - 40M,Blue,15,2,16509909,2150409,112,0.707
1004632,Churned Customer,58,F,Unknown,Muthanna,40M - 60M,Blue,20,0,8596826,12557314,11,0.168
1004633,Existing Customer,45,F,Married,Salah Al-Din,60M+,Blue,36,1,24749696,10790324,96,0.179
1004634,Existing Customer,40,F,Divorced,Salah Al-Din,Unknown,Blue,41,3,13120694,12543965,11,0.642
1004635,Churned Customer,33,M,Married,Sulaymaniyah,40M - 60M,Blue,21,5,2958140,12484012,37,0.164
1004636,Existing Customer,64,M,Married,Najaf,Less than 10M,Blue,27,6,4778999,3160902,81,0.127
1004637,Existing Customer,67,M,Single,Basra,20M - 40M,Blue,38,3,3842882,12169655,75,0.368
1004638,Existing Customer,27,F,Single,Baghdad,Unknown,Blue,24,2,23964303,12515550,17,0.143
1004639,Existing Customer,50,M,Divorced,Erbil,60M+,Blue,50,1,9419385,6037211,31,0.296
1004640,Existing Customer,60,F,Married,Babil,Unknown,Blue,58,1,8907509,12443279,67,0.29
1004641,Existing Customer,54,M,Married,Karbala,20M - 40M,Blue,38,1,20809029,7105185,95,0.041
1004642,Existing Customer,42,F,Single,Maysan,Unknown,Blue,29,5,4604582,13510647,108,0.673
1004643,Existing Customer,32,F,Single,Erbil,Less than 10M,Platinum,57,1,13033192,11336996,47,0.004
1004644,Churned Customer,45,F,Unknown,Sulaymaniyah,20M - 40M,Blue,33,4,8341045,9316905,24,0.033
1004645,Existing Customer,59,M,Single,Kirkuk,60M+,Blue,55,5,14165769,6949424,109,0.148
1004646,Existing Customer,68,M,Divorced,Baghdad,60M+,Blue,37,1,9263949,7772079,50,0.533
1004647,Existing Customer,50,F,Single,Qadisiyah,Less than 10M,Blue,59,0,10118068,12481317,36,0.711
1004648,Existing Customer,25,F,Single,Baghdad,20M - 40M,Blue,18,3,21305539,12156472,100,0.783
1004649,Churned Customer,66,F,Unknown,Muthanna,60M+,Blue,27,6,9043585,8462106,29,0.138
1004650,Existing Customer,44,F,Divorced,Anbar,Less than 10M,Blue,30,1,9055225,4908902,102,0.277
1004651,Existing Customer,33,F,Unknown,Babil,60M+,Blue,26,4,24659972,12319299,65,0.621
1004652,Existing Customer,43,M,Divorced,Basra,Unknown,Blue,19,1,14037082,13565125,32,0.759
1004653,Existing Customer,26,M,Single,Basra,Less than 10M,Blue,45,1,17026964,6393273,108,0.349
1004654,Existing Customer,36,F,Divorced,Basra,40M - 60M,Blue,25,4,8013428,926784,105,0.684
1004655,Existing Customer,26,M,Single,Karbala,Less than 10M,Silver,53,0,10469624,14765388,17,0.45
1004656,Existing Customer,57,M,Unknown,Duhok,10M - 20M,Blue,38,3,24601072,4881282,52,0.223
1004657,Existing Customer,27,F,Single,Muthanna,Unknown,Blue,14,1,24675879,8756702,20,0.03
1004658,Existing Customer,59,F,Unknown,Najaf,60M+,Blue,40,1,13294136,12520840,105,0.359
1004659,Existing Customer,67,F,Single,Wasit,40M - 60M,Blue,29,0,10882299,11294235,78,0.001
1004660,Churned Customer,66,M,Married,Nineveh,Less than 10M,Blue,21,4,17415690,10326135,31,0.156
1004661,Existing Customer,70,M,Unknown,Muthanna,Less than 10M,Blue,33,3,1642863,14273097,28,0.199
1004662,Existing Customer,70,M,Unknown,Sulaymaniyah,60M+,Blue,43,0,24039372,3417204,64,0.377
1004663,Existing Customer,30,M,Divorced,Dhi Qar,10M - 20M,Blue,16,3,18384359,1157288,25,0.552
1004664,Churned Customer,21,F,Single,Babil,40M - 60M,Silver,23,5,24685193,6956724,13,0.114
1004665,Existing Customer,27,M,Unknown,Maysan,40M - 60M,Blue,55,2,14347785,12147187,12,0.551
1004666,Existing Customer,66,M,Divorced,Duhok,60M+,Blue,16,1,12100855,3148778,93,0.616
1004667,Existing Customer,60,M,Married,Nineveh,60M+,Silver,51,2,17991929,9357322,85,0.416
1004668,Churned Customer,40,M,Divorced,Nineveh,10M - 20M,Blue,49,5,13115337,6815852,25,0.199
1004669,Existing Customer,49,F,Single,Wasit,Unknown,Blue,42,1,11056203,5266271,88,0.084
